기업,구분,항목,Dec-22,Dec-23,Dec-24,2025/12(E),2026/12(E),2027/12(E),23,24,25,26,27
롯데글로벌로지스,연결,  전년동기대비(%),46.78,2.11,41.12,,,,-95%,1849%,-100%,#DIV/0!,#DIV/0!
롯데글로벌로지스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
롯데글로벌로지스,연결,당기순이익(억원),269.02,148.26,405.22,,,,-45%,173%,-100%,#DIV/0!,#DIV/0!
롯데글로벌로지스,연결,  전년동기대비(%),41.8,-44.89,173.32,,,,-207%,-486%,-100%,#DIV/0!,#DIV/0!
롯데글로벌로지스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
롯데렌탈,연결,매출액(억원),"27,389.40","27,522.92","27,923.95","29,783","32,274","34,809",0%,1%,7%,8%,8%
롯데렌탈,연결,  전년동기대비(%),13.06,0.49,1.46,6.66,8.36,7.85,-96%,198%,356%,26%,-6%
롯데렌탈,연결,  컨센서스대비(%),-0.13,-0.57,0.34,-,-,-,338%,-160%,#VALUE!,#VALUE!,#VALUE!
롯데렌탈,연결,영업이익(억원),"3,083.94","3,051.92","2,848.12","3,246","3,719","4,111",-1%,-7%,14%,15%,11%
롯데렌탈,연결,  전년동기대비(%),25.62,-1.04,-6.68,13.98,14.55,10.56,-104%,542%,-309%,4%,-27%
롯데렌탈,연결,  컨센서스대비(%),-2.46,-2.39,-2.39,-,-,-,-3%,0%,#VALUE!,#VALUE!,#VALUE!
롯데렌탈,연결,당기순이익(억원),883.29,"1,152.05","1,027.11","1,372","1,690","1,963",30%,-11%,34%,23%,16%
롯데렌탈,연결,  전년동기대비(%),-22.23,30.43,-10.85,33.56,23.2,16.13,-237%,-136%,-409%,-31%,-30%
롯데렌탈,연결,  컨센서스대비(%),-10.48,-10.43,-12.41,-,-,-,0%,19%,#VALUE!,#VALUE!,#VALUE!
롯데손해보험,연결,보험료수익(억원),"15,077.45","16,529.64","19,903.67",,,,10%,20%,-100%,#DIV/0!,#DIV/0!
롯데손해보험,연결,  전년동기대비(%),-33.7,9.63,20.41,,,,-129%,112%,-100%,#DIV/0!,#DIV/0!
롯데손해보험,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
롯데손해보험,연결,영업이익(억원),"-1,251.30","3,754.35",310.61,,,,-400%,-92%,-100%,#DIV/0!,#DIV/0!
롯데손해보험,연결,  전년동기대비(%),적전,흑전,-91.73,,,,#VALUE!,#VALUE!,-100%,#DIV/0!,#DIV/0!
롯데손해보험,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
롯데손해보험,연결,당기순이익(억원),-992.02,"2,855.80",242.21,,,,-388%,-92%,-100%,#DIV/0!,#DIV/0!
롯데손해보험,연결,  전년동기대비(%),적전,흑전,-91.52,,,,#VALUE!,#VALUE!,-100%,#DIV/0!,#DIV/0!
롯데손해보험,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
롯데쇼핑,연결,매출액(억원),"154,760.36","145,558.64","139,865.78","141,153","143,994","146,679",-6%,-4%,1%,2%,2%
롯데쇼핑,연결,  전년동기대비(%),-0.63,-5.95,-3.91,0.92,2.01,1.86,844%,-34%,-124%,118%,-7%
롯데쇼핑,연결,  컨센서스대비(%),-0.6,-0.81,-0.85,-,-,-,35%,5%,#VALUE!,#VALUE!,#VALUE!
롯데쇼핑,연결,영업이익(억원),"3,862.26","5,084.05","4,731.14","6,095","6,653","7,134",32%,-7%,29%,9%,7%
롯데쇼핑,연결,  전년동기대비(%),86.04,31.63,-6.94,28.83,9.15,7.23,-63%,-122%,-515%,-68%,-21%
롯데쇼핑,연결,  컨센서스대비(%),-17.12,5.49,-9.73,-,-,-,-132%,-277%,#VALUE!,#VALUE!,#VALUE!
롯데쇼핑,연결,당기순이익(억원),"-3,186.92","1,691.80","-9,940.75","1,977","2,770","3,160",-153%,-688%,-120%,40%,14%
롯데쇼핑,연결,  전년동기대비(%),적지,흑전,적전,흑전,40.09,14.06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-65%
롯데쇼핑,연결,  컨센서스대비(%),적전,-21.37,적전,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
롯데에너지머티리얼즈,연결,매출액(억원),"7,293.63","8,090.06","9,022.52","8,950","11,256","13,400",11%,12%,-1%,26%,19%
롯데에너지머티리얼즈,연결,  전년동기대비(%),5.87,10.92,11.53,-0.8,25.76,19.05,86%,6%,-107%,-3320%,-26%
롯데에너지머티리얼즈,연결,  컨센서스대비(%),-20.72,-0.35,-2.15,-,-,-,-98%,514%,#VALUE!,#VALUE!,#VALUE!
롯데에너지머티리얼즈,연결,영업이익(억원),847.73,118.05,-644.45,-650,326,620,-86%,-646%,1%,-150%,90%
롯데에너지머티리얼즈,연결,  전년동기대비(%),21.23,-86.07,적전,적지,흑전,90.03,-505%,#VALUE!,#VALUE!,#VALUE!,#VALUE!
롯데에너지머티리얼즈,연결,  컨센서스대비(%),-19.26,-30.79,적지,-,-,-,60%,#VALUE!,#VALUE!,#VALUE!,#VALUE!
롯데에너지머티리얼즈,연결,당기순이익(억원),489.87,-451.2,287.98,-281,301,511,-192%,-164%,-198%,-207%,70%
롯데에너지머티리얼즈,연결,  전년동기대비(%),-22.46,적전,흑전,적전,흑전,69.69,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
롯데에너지머티리얼즈,연결,  컨센서스대비(%),,적지,433.3,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
롯데웰푸드,연결,매출액(억원),"32,032.64","40,663.92","40,442.52","42,011","43,753","45,629",27%,-1%,4%,4%,4%
롯데웰푸드,연결,  전년동기대비(%),49.31,26.95,-0.54,3.88,4.15,4.29,-45%,-102%,-819%,7%,3%
롯데웰푸드,연결,  컨센서스대비(%),-21.75,-1.32,-0.5,-,-,-,-94%,-62%,#VALUE!,#VALUE!,#VALUE!
롯데웰푸드,연결,영업이익(억원),"1,123.85","1,770.18","1,571.01","1,680","2,063","2,277",58%,-11%,7%,23%,10%
롯데웰푸드,연결,  전년동기대비(%),3.61,57.51,-11.25,6.94,22.82,10.33,1493%,-120%,-162%,229%,-55%
롯데웰푸드,연결,  컨센서스대비(%),-14.08,-5.17,-20.5,-,-,-,-63%,297%,#VALUE!,#VALUE!,#VALUE!
롯데웰푸드,연결,당기순이익(억원),438.8,677.71,819.8,"1,004","1,207","1,396",54%,21%,22%,20%,16%
롯데웰푸드,연결,  전년동기대비(%),20.72,54.45,20.97,22.5,20.16,15.69,163%,-61%,7%,-10%,-22%
롯데웰푸드,연결,  컨센서스대비(%),-44.6,-31.27,-24.86,-,-,-,-30%,-20%,#VALUE!,#VALUE!,#VALUE!
롯데이노베이트,연결,매출액(억원),"10,477.05","11,967.22","11,803.72","12,643","13,799","14,467",14%,-1%,7%,9%,5%
롯데이노베이트,연결,  전년동기대비(%),12.66,14.22,-1.37,7.11,9.14,4.84,12%,-110%,-619%,29%,-47%
롯데이노베이트,연결,  컨센서스대비(%),4.81,-0.56,-1.52,-,-,-,-112%,171%,#VALUE!,#VALUE!,#VALUE!
롯데이노베이트,연결,영업이익(억원),342.51,569.46,257.24,393,533,570,66%,-55%,53%,36%,7%
롯데이노베이트,연결,  전년동기대비(%),-14.3,66.26,-54.83,52.78,35.5,7.04,-563%,-183%,-196%,-33%,-80%
롯데이노베이트,연결,  컨센서스대비(%),6.11,-1.16,-24.34,-,-,-,-119%,1998%,#VALUE!,#VALUE!,#VALUE!
롯데이노베이트,연결,당기순이익(억원),283.85,407.22,72.31,220,331,383,43%,-82%,204%,50%,16%
롯데이노베이트,연결,  전년동기대비(%),-18.1,43.46,-82.24,203.55,50.91,15.72,-340%,-289%,-348%,-75%,-69%
롯데이노베이트,연결,  컨센서스대비(%),34.27,-3.23,-63.15,-,-,-,-109%,1855%,#VALUE!,#VALUE!,#VALUE!
롯데정밀화학,연결,매출액(억원),"24,637.59","17,686.21","16,705.45","18,091","19,484","20,246",-28%,-6%,8%,8%,4%
롯데정밀화학,연결,  전년동기대비(%),38.39,-28.21,-5.55,8.3,7.7,3.91,-173%,-80%,-250%,-7%,-49%
롯데정밀화학,연결,  컨센서스대비(%),-2.42,-0.38,-1.34,-,-,-,-84%,253%,#VALUE!,#VALUE!,#VALUE!
롯데정밀화학,연결,영업이익(억원),"4,043.11","1,547.78",503.73,884,"1,417","1,659",-62%,-67%,75%,60%,17%
롯데정밀화학,연결,  전년동기대비(%),65.35,-61.72,-67.45,75.49,60.29,17.09,-194%,9%,-212%,-20%,-72%
롯데정밀화학,연결,  컨센서스대비(%),-3.04,-12.28,-15.69,-,-,-,304%,28%,#VALUE!,#VALUE!,#VALUE!
롯데정밀화학,연결,당기순이익(억원),"1,461.59","1,820.32",363.81,"1,168","1,580","1,828",25%,-80%,221%,35%,16%
롯데정밀화학,연결,  전년동기대비(%),-75.04,24.54,-80.01,221.13,35.26,15.69,-133%,-426%,-376%,-84%,-56%
롯데정밀화학,연결,  컨센서스대비(%),5.76,-12.95,-43.4,-,-,-,-325%,235%,#VALUE!,#VALUE!,#VALUE!
롯데지주,연결,매출액(억원),"141,118.52","151,597.76","157,569.76","162,732","169,592","176,045",7%,4%,3%,4%,4%
롯데지주,연결,  전년동기대비(%),42.19,7.43,3.94,3.28,4.22,3.81,-82%,-47%,-17%,29%,-10%
롯데지주,연결,  컨센서스대비(%),2.55,-0.68,-1.25,-,-,-,-127%,84%,#VALUE!,#VALUE!,#VALUE!
롯데지주,연결,영업이익(억원),"4,898.31","4,936.89","3,404.69","3,728","5,136","5,605",1%,-31%,9%,38%,9%
롯데지주,연결,  전년동기대비(%),126.35,0.79,-31.04,9.5,37.77,9.13,-99%,-4029%,-131%,298%,-76%
롯데지주,연결,  컨센서스대비(%),-3.39,-8.52,-29.22,-,-,-,151%,243%,#VALUE!,#VALUE!,#VALUE!
롯데지주,연결,당기순이익(억원),"3,365.71","1,636.60","-9,460.78",440,"2,345","2,875",-51%,-678%,-105%,433%,23%
롯데지주,연결,  전년동기대비(%),123.73,-51.37,적전,흑전,432.95,22.6,-142%,#VALUE!,#VALUE!,#VALUE!,-95%
롯데지주,연결,  컨센서스대비(%),-7.41,-45.99,적지,-,-,-,521%,#VALUE!,#VALUE!,#VALUE!,#VALUE!
롯데칠성,연결,매출액(억원),"28,417.47","32,246.80","40,245.03","41,249","43,252","45,274",13%,25%,2%,5%,5%
롯데칠성,연결,  전년동기대비(%),13.39,13.48,24.8,2.5,4.85,4.68,1%,84%,-90%,94%,-4%
롯데칠성,연결,  컨센서스대비(%),0.27,-0.57,-0.82,-,-,-,-311%,44%,#VALUE!,#VALUE!,#VALUE!
롯데칠성,연결,영업이익(억원),"2,228.58","2,106.70","1,849.27","2,071","2,427","2,691",-5%,-12%,12%,17%,11%
롯데칠성,연결,  전년동기대비(%),22.3,-5.47,-12.22,11.97,17.22,10.86,-125%,123%,-198%,44%,-37%
롯데칠성,연결,  컨센서스대비(%),-0.62,-8.7,-9,-,-,-,1303%,3%,#VALUE!,#VALUE!,#VALUE!
롯데칠성,연결,당기순이익(억원),"1,310.94","1,665.14",600.13,"1,123","1,428","1,664",27%,-64%,87%,27%,17%
롯데칠성,연결,  전년동기대비(%),-4.36,27.02,-63.96,87.11,27.17,16.52,-720%,-337%,-236%,-69%,-39%
롯데칠성,연결,  컨센서스대비(%),-2.33,19.18,-41.61,-,-,-,-923%,-317%,#VALUE!,#VALUE!,#VALUE!
롯데케미칼,연결,매출액(억원),"222,760.83","199,463.97","204,303.76","196,422","204,570","207,189",-10%,2%,-4%,4%,1%
롯데케미칼,연결,  전년동기대비(%),22.93,-10.46,2.43,-3.86,4.15,1.28,-146%,-123%,-259%,-208%,-69%
롯데케미칼,연결,  컨센서스대비(%),-0.59,1.26,-1.56,-,-,-,-314%,-224%,#VALUE!,#VALUE!,#VALUE!
롯데케미칼,연결,영업이익(억원),"-7,626.07","-3,477.02","-8,940.81","-2,787","1,846","3,048",-54%,157%,-69%,-166%,65%
롯데케미칼,연결,  전년동기대비(%),적전,적지,적지,적지,흑전,65.06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
롯데케미칼,연결,  컨센서스대비(%),적지,적지,적지,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
롯데케미칼,연결,당기순이익(억원),278.2,-392.43,"-18,255.56","-4,981",-465,668,-241%,4552%,-73%,-91%,-244%
롯데케미칼,연결,  전년동기대비(%),-98.03,적전,적지,적지,적지,흑전,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
롯데케미칼,연결,  컨센서스대비(%),-52.93,적전,적지,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
롯데하이마트,연결,매출액(억원),"33,368.21","26,101.37","23,566.57",,,,-22%,-10%,-100%,#DIV/0!,#DIV/0!
롯데하이마트,연결,  전년동기대비(%),-13.77,-21.78,-9.71,,,,58%,-55%,-100%,#DIV/0!,#DIV/0!
롯데하이마트,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
롯데하이마트,연결,영업이익(억원),-520.11,82.23,17.21,,,,-116%,-79%,-100%,#DIV/0!,#DIV/0!
롯데하이마트,연결,  전년동기대비(%),적전,흑전,-79.07,,,,#VALUE!,#VALUE!,-100%,#DIV/0!,#DIV/0!
롯데하이마트,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
롯데하이마트,연결,당기순이익(억원),"-5,278.91",-353.69,"-3,053.69",,,,-93%,763%,-100%,#DIV/0!,#DIV/0!
롯데하이마트,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
롯데하이마트,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루닛,연결,매출액(억원),138.66,250.8,541.8,857,"1,086","1,514",81%,116%,58%,27%,39%
루닛,연결,  전년동기대비(%),108.86,80.87,116.03,58.24,26.67,39.41,-26%,43%,-50%,-54%,48%
루닛,연결,  컨센서스대비(%),,8.1,-0.89,-,-,-,#DIV/0!,-111%,#VALUE!,#VALUE!,#VALUE!
루닛,연결,영업이익(억원),-506.51,-422.17,-676.73,-610,-457,-104,-17%,60%,-10%,-25%,-77%
루닛,연결,  전년동기대비(%),적지,적지,적지,적지,적지,적지,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
루닛,연결,  컨센서스대비(%),,적지,적지,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
루닛,연결,당기순이익(억원),-391.18,-367.98,-824.21,-482,-737,-432,-6%,124%,-42%,53%,-41%
루닛,연결,  전년동기대비(%),적지,적지,적지,적지,적지,적지,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
루닛,연결,  컨센서스대비(%),,적지,적지,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
루멘스,연결,매출액(억원),"1,663.05","1,712.37","1,742.28",,,,3%,2%,-100%,#DIV/0!,#DIV/0!
루멘스,연결,  전년동기대비(%),-3.5,2.97,1.75,,,,-185%,-41%,-100%,#DIV/0!,#DIV/0!
루멘스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루멘스,연결,영업이익(억원),11.9,27.42,-16.2,,,,130%,-159%,-100%,#DIV/0!,#DIV/0!
루멘스,연결,  전년동기대비(%),50.44,130.42,적전,,,,159%,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
루멘스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루멘스,연결,당기순이익(억원),158.9,40.05,88.37,,,,-75%,121%,-100%,#DIV/0!,#DIV/0!
루멘스,연결,  전년동기대비(%),흑전,-74.8,120.65,,,,#VALUE!,-261%,-100%,#DIV/0!,#DIV/0!
루멘스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루미르,연결,매출액(억원),63.67,121.27,142.77,,,,90%,18%,-100%,#DIV/0!,#DIV/0!
루미르,연결,  전년동기대비(%),28.91,90.47,17.73,,,,213%,-80%,-100%,#DIV/0!,#DIV/0!
루미르,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루미르,연결,영업이익(억원),-24.17,-30.23,-12.02,,,,25%,-60%,-100%,#DIV/0!,#DIV/0!
루미르,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
루미르,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루미르,연결,당기순이익(억원),-244.17,-59.2,-11.45,,,,-76%,-81%,-100%,#DIV/0!,#DIV/0!
루미르,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
루미르,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루켄테크놀러지스,연결,매출액(억원),264.99,384.97,209.83,,,,45%,-45%,-100%,#DIV/0!,#DIV/0!
루켄테크놀러지스,연결,  전년동기대비(%),-12.01,45.28,-45.49,,,,-477%,-200%,-100%,#DIV/0!,#DIV/0!
루켄테크놀러지스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루켄테크놀러지스,연결,영업이익(억원),-18.5,16.85,-33.55,,,,-191%,-299%,-100%,#DIV/0!,#DIV/0!
루켄테크놀러지스,연결,  전년동기대비(%),적전,흑전,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
루켄테크놀러지스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루켄테크놀러지스,연결,당기순이익(억원),-26.37,22.89,-33.17,,,,-187%,-245%,-100%,#DIV/0!,#DIV/0!
루켄테크놀러지스,연결,  전년동기대비(%),적전,흑전,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
루켄테크놀러지스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루트락,연결,매출액(억원),43.5,79.54,100.06,,,,83%,26%,-100%,#DIV/0!,#DIV/0!
루트락,연결,  전년동기대비(%),-15.71,82.85,25.8,,,,-627%,-69%,-100%,#DIV/0!,#DIV/0!
루트락,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루트락,연결,영업이익(억원),-28.82,-21.75,-14.52,,,,-25%,-33%,-100%,#DIV/0!,#DIV/0!
루트락,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
루트락,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
루트락,연결,당기순이익(억원),-36.8,-35.01,-22.3,,,,-5%,-36%,-100%,#DIV/0!,#DIV/0!
루트락,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
루트락,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리가켐바이오,연결,매출액(억원),334.12,341.46,"1,258.98","2,041","2,695","2,811",2%,269%,62%,32%,4%
리가켐바이오,연결,  전년동기대비(%),3.9,2.2,268.7,62.08,32.05,4.32,-44%,12114%,-77%,-48%,-87%
리가켐바이오,연결,  컨센서스대비(%),,-10.14,-4.04,-,-,-,#DIV/0!,-60%,#VALUE!,#VALUE!,#VALUE!
리가켐바이오,연결,영업이익(억원),-503.75,-808.22,-209.13,262,691,-113,60%,-74%,-225%,164%,-116%
리가켐바이오,연결,  전년동기대비(%),적지,적지,적지,흑전,164.05,적전,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
리가켐바이오,연결,  컨센서스대비(%),,적지,적지,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
리가켐바이오,연결,당기순이익(억원),-450.92,-737.04,78,552,950,72,63%,-111%,608%,72%,-92%
리가켐바이오,연결,  전년동기대비(%),적지,적지,흑전,608.08,71.97,-92.42,#VALUE!,#VALUE!,#VALUE!,-88%,-228%
리가켐바이오,연결,  컨센서스대비(%),,적지,40.79,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
리노공업,연결,매출액(억원),"3,224.23","2,555.73","2,781.86",,,,-21%,9%,-100%,#DIV/0!,#DIV/0!
리노공업,연결,  전년동기대비(%),15.08,-20.73,8.85,,,,-237%,-143%,-100%,#DIV/0!,#DIV/0!
리노공업,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리노공업,연결,영업이익(억원),"1,366.35","1,143.78","1,242.01",,,,-16%,9%,-100%,#DIV/0!,#DIV/0!
리노공업,연결,  전년동기대비(%),16.68,-16.29,8.59,,,,-198%,-153%,-100%,#DIV/0!,#DIV/0!
리노공업,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리노공업,연결,당기순이익(억원),"1,143.64","1,109.23","1,132.79",,,,-3%,2%,-100%,#DIV/0!,#DIV/0!
리노공업,연결,  전년동기대비(%),10.17,-3.01,2.12,,,,-130%,-170%,-100%,#DIV/0!,#DIV/0!
리노공업,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리더스코스메틱,연결,매출액(억원),866.58,692.79,734.99,,,,-20%,6%,-100%,#DIV/0!,#DIV/0!
리더스코스메틱,연결,  전년동기대비(%),-0.88,-20.05,6.09,,,,2178%,-130%,-100%,#DIV/0!,#DIV/0!
리더스코스메틱,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리더스코스메틱,연결,영업이익(억원),5.05,-43.11,-29.03,,,,-954%,-33%,-100%,#DIV/0!,#DIV/0!
리더스코스메틱,연결,  전년동기대비(%),흑전,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
리더스코스메틱,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리더스코스메틱,연결,당기순이익(억원),-7.59,1.73,-32.49,,,,-123%,-1978%,-100%,#DIV/0!,#DIV/0!
리더스코스메틱,연결,  전년동기대비(%),적지,흑전,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
리더스코스메틱,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리독스바이오,연결,매출액(억원),138.05,146.11,171.49,,,,6%,17%,-100%,#DIV/0!,#DIV/0!
리독스바이오,연결,  전년동기대비(%),37.05,5.84,17.37,,,,-84%,197%,-100%,#DIV/0!,#DIV/0!
리독스바이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리독스바이오,연결,영업이익(억원),2.04,12.67,12.59,,,,521%,-1%,-100%,#DIV/0!,#DIV/0!
리독스바이오,연결,  전년동기대비(%),흑전,521.08,-0.63,,,,#VALUE!,-100%,-100%,#DIV/0!,#DIV/0!
리독스바이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리독스바이오,연결,당기순이익(억원),4.93,21.32,15.06,,,,332%,-29%,-100%,#DIV/0!,#DIV/0!
리독스바이오,연결,  전년동기대비(%),흑전,332.45,-29.36,,,,#VALUE!,-109%,-100%,#DIV/0!,#DIV/0!
리독스바이오,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리드코프,연결,매출액(억원),"6,352.16","4,905.68","4,204.80",,,,-23%,-14%,-100%,#DIV/0!,#DIV/0!
리드코프,연결,  전년동기대비(%),28.99,-22.77,-14.29,,,,-179%,-37%,-100%,#DIV/0!,#DIV/0!
리드코프,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리드코프,연결,영업이익(억원),533.09,-135.22,215.53,,,,-125%,-259%,-100%,#DIV/0!,#DIV/0!
리드코프,연결,  전년동기대비(%),-13.18,적전,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
리드코프,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리드코프,연결,당기순이익(억원),319.81,89.7,96.45,,,,-72%,8%,-100%,#DIV/0!,#DIV/0!
리드코프,연결,  전년동기대비(%),-19.91,-71.95,7.53,,,,261%,-110%,-100%,#DIV/0!,#DIV/0!
리드코프,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리메드,연결,매출액(억원),213.63,185.36,255.54,,,,-13%,38%,-100%,#DIV/0!,#DIV/0!
리메드,연결,  전년동기대비(%),5.78,-13.23,37.86,,,,-329%,-386%,-100%,#DIV/0!,#DIV/0!
리메드,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리메드,연결,영업이익(억원),16.61,-28.6,11.21,,,,-272%,-139%,-100%,#DIV/0!,#DIV/0!
리메드,연결,  전년동기대비(%),47.91,적전,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
리메드,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리메드,연결,당기순이익(억원),39.51,3.19,73.81,,,,-92%,2214%,-100%,#DIV/0!,#DIV/0!
리메드,연결,  전년동기대비(%),425.4,-91.93,"2,213.79",,,,-122%,-2508%,-100%,#DIV/0!,#DIV/0!
리메드,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리튬포어스,연결,매출액(억원),207.21,156.34,151.64,,,,-25%,-3%,-100%,#DIV/0!,#DIV/0!
리튬포어스,연결,  전년동기대비(%),15.69,-24.55,-3.01,,,,-256%,-88%,-100%,#DIV/0!,#DIV/0!
리튬포어스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
리튬포어스,연결,영업이익(억원),-37.5,-68.09,-52.21,,,,82%,-23%,-100%,#DIV/0!,#DIV/0!
리튬포어스,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
리튬포어스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
